Name,Company,Price,Star_Rating,Number_of_Ratings,Number_of_Reviews,Processor,RAM,Operating_System,Storage,Warranty
Samsung Galaxy Book5 360 Next Gen AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/...,Samsung,99999.0,4.6,49.0,5.0,Intel Core Ultra 5 Processor,16 GB LPDDR5X RAM,Windows 11,512.0,1.0
ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1505CKA-S7...,ASUS,21799.0,4.1,48.0,5.0,Intel Celeron Dual Core Processor,8 GB LPDDR4X RAM,Chrome,512.0,1.0
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Lenovo,68290.0,4.4,888.0,65.0,AMD Ryzen 5 Quad Core Processor,24 GB DDR5 RAM,Windows 11,512.0,1.0
Acer Aspire 7 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,Acer,69990.0,4.3,275.0,23.0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,64 bit Windows 11 Home,512.0,1.0
DELL 15 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,DELL,65999.0,4.2,206.0,13.0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
HP Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na1004TU Chrome...,HP,23990.0,3.8,1555.0,139.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,Chrome,512.0,1.0
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0111TU Thin and Light Laptop,HP,53990.0,4.2,455.0,21.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (8 GB/512 GB SSD/Windows 11 Home) D560885WIN9S ...,DELL,52680.0,3.8,37.0,4.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
Lenovo IdeaPad Slim 3 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 14AMN8 Thin and ...,Lenovo,40490.0,4.0,254.0,18.0,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512.0,1.0
HP Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook,HP,14789.0,3.7,7495.0,609.0,MediaTek MT8183 Processor,4 GB LPDDR4X RAM,Chrome,512.0,1.0
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Lenovo,65290.0,4.4,779.0,73.0,AMD Ryzen 5 Quad Core Processor,12 GB DDR5 RAM,Windows 11,512.0,1.0
MSI Modern 14 C13M Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-115...,MSI,33990.0,4.1,65.0,9.0,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,HP,54899.0,4.3,3104.0,161.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,ASUS,13999.0,3.8,2996.0,259.0,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,Chrome,512.0,1.0
MOTOROLA Motobook 60 Full Metal OLED (i7 14th Gen) Intel Core 7 (Series 2) 240H - (16 GB/512 GB SSD/Wi...,MOTOROLA,64990.0,4.4,570.0,69.0,Intel Core 7 (Series 2) Processor,16 GB DDR5 RAM,64 bit Windows 11,512.0,1.0
HP 15s Backlit Keyboard AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0026AU Th...,HP,32900.0,4.2,974.0,77.0,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,64 bit Windows 11,512.0,1.0
HP 15 Intel Celeron Dual Core 12th Gen -N4500 - (8 GB/256 GB SSD/Windows 11 Pro) 250 G9 Thin and Light...,HP,26000.0,4.0,275.0,22.0,Intel Celeron Dual Core Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11,256.0,1.0
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ133WS | ...,ASUS,36990.0,4.2,911.0,47.0,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Home,512.0,1.0
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,Lenovo,55899.0,4.2,710.0,60.0,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11,512.0,1.0
HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 6...,HP,51990.0,3.9,7.0,0.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 and Microsoft Office Home & Student Edition 2021,512.0,1.0
HP Intel Core i3 11th Gen 1125G4 - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2627TU Thin and Light Lapto...,HP,37890.0,4.2,648.0,60.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
Acer Acer Aspire Lite AL15-53 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) AL15-53...,Acer,32990.0,4.2,251.0,16.0,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512.0,1.0
DELL 16 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 5640 Laptop,DELL,63990.0,4.5,8.0,1.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,512.0,1.0
Lenovo IdeaPad Slim 3 AMD Ryzen 3 Quad Core 7320U Office Home 2024 AMD Ryzen 3 Quad Core 7320U - (8 GB...,Lenovo,29990.0,4.3,22.0,3.0,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Home,512.0,1.0
HP Professional Intel Core i5 13th Gen -1334U Turbo Boost with Finger Print - (16 GB/1 TB SSD/Windows ...,HP,57899.0,3.8,51.0,1.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,", HP Support Assistant, HP PC Hardware Diagnostics",1.0,1.0
ASUS TUF Gaming A15 AMD Ryzen 7 Hexa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,ASUS,65999.0,4.4,2760.0,146.0,AMD Ryzen 7 Hexa Core Processor,16 GB DDR5 RAM,Windows 11 Home,512.0,1.0
DELL Vostro Intel Core i3 11th Gen 1115G4 - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Vostro 3400 Thi...,DELL,43999.0,4.0,276.0,18.0,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 10,1.0,1.0
Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin ...,Acer,60100.0,4.1,1610.0,146.0,Intel Core Ultra 5 Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Home,512.0,1.0
Apple MacBook Pro M5 - (16 GB/1 TB SSD/macOS Tahoe) MDE14HN/A,Apple,169900.0,4.2,281.5,24.0,Apple M5 Processor,16 GB Unified Memory RAM,Mac OS,1.0,1.0
HP (2024) Laptop with Backlit Keyboard Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home...,HP,45900.0,4.1,16.0,2.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
ASUS Vivobook Pro 15 OLED For Creator AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home...,ASUS,67699.0,4.3,737.0,66.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11,512.0,1.0
"ASUS Vivobook S16 (2025) with Office 2024 + M365 Basic*, Metal Body*, Intel Core Ultra 7 255H - (16 GB...",ASUS,98990.0,5.0,3.0,1.0,Intel Core Ultra 7 Processor,16 GB DDR5 RAM,Windows 11 Home,512.0,1.0
HP 255 G9 AMD Athlon Dual Core AMD Athlon Silver-3050U - (4 GB/256 GB SSD/DOS) 255 G9 Thin and Light L...,HP,27990.0,4.0,1774.0,130.0,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,DOS,256.0,1.0
ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i9 13th Gen 13900H - (16 GB/512 GB S...,ASUS,66999.0,3.9,7.0,1.0,Intel Core i9 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,512.0,1.0
HP 255 G10 Backlit + FingerPrint (2025) AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Hom...,HP,41990.0,4.2,281.5,24.0,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,"Microsoft Office 2021, Windows 11 Home",512.0,1.0
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,ASUS,18870.0,3.8,3402.0,293.0,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,Chrome,512.0,1.0
Lenovo V 15 (2025) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Light...,Lenovo,34190.0,4.2,10.0,0.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Pro",512.0,1.0
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th...,ASUS,30990.0,4.3,1617.0,151.0,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512.0,1.0
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Lenovo,104990.0,4.5,656.0,48.0,AMD Ryzen 7 Octa Core Processor,24 GB DDR5 RAM,Windows 11,512.0,1.0
ASUS ROG Strix G15 AMD Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/...,ASUS,110599.0,4.4,420.0,39.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11,1.0,1.0
Lenovo IdeaPad Slim 3 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 Thin and...,Lenovo,41460.0,4.0,115.0,9.0,Intel Core i3 Processor (13th Gen),8 GB LPDDR5 RAM,Windows 11,512.0,1.0
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK325WS Th...,ASUS,32100.0,4.2,171.0,12.0,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11,512.0,1.0
HP 14 (2025) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Pro) 14 Thin and Light Laptop,HP,31990.0,3.8,9.0,1.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Pro",512.0,1.0
MSI Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) Modern 15 B12MO-1050IN Business La...,MSI,53990.0,4.0,5.0,1.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,1.0,1.0
DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Pro) Latitude 344...,DELL,33590.0,4.2,195.0,8.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Lig...,Lenovo,39490.0,4.2,414.0,21.0,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Lig...,HP,64199.0,4.3,2449.0,174.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and...,Lenovo,34990.0,4.2,1935.0,102.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
Acer TravelMate P2 Intel Core i7 11th Gen 1165G7 - (16 GB/1 TB SSD/Windows 11 Home) TMP214-53 Thin and...,Acer,44451.0,3.8,293.0,40.0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,Windows 11,1.0,1.0
Lenovo IdeaPad Slim 3i Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home) 83K100CAIN Th...,Lenovo,51900.0,4.2,281.5,24.0,Intel Core i5 Processor (13th Gen),8 GB DDR5 RAM,Windows 11 Home,512.0,1.0
"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G...",ASUS,71990.0,4.4,690.0,51.0,Qualcomm Snapdragon X Processor,16 GB LPDDR5X RAM,Windows 11 Home,512.0,1.0
HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light L...,HP,34590.0,4.4,14.0,2.0,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,"Microsoft Office Pro Plus 2021, Windows 11 Home",512.0,1.0
ASUS Vivobook 14 (2025) with Office 2024 + M365 Basic* Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD...,ASUS,36345.0,3.9,378.0,39.0,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Home,512.0,1.0
DELL Latitude 3440 (2024) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Pro) Latitude 34...,DELL,45800.0,4.1,109.0,6.0,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,"Microsoft Office Pro Plus 2021, Windows 11 Pro",512.0,1.0
HP MSO 2024 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0389AU Thin and Ligh...,HP,44910.0,4.0,43.0,2.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11 Home,512.0,1.0
HP Intel Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Lig...,HP,50890.0,4.2,2245.0,169.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
Samsung Galaxy Book4 Intel Core 5 120U - (16 GB/512 GB SSD/Windows 11 Pro) NP750XGK-KS2IN / NP750XGK-L...,Samsung,51151.0,4.4,386.0,32.0,Intel Core 5 Processor,16 GB LPDDR4X RAM,Windows 11,512.0,1.0
HP Touch Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 Chromebook,HP,12890.0,3.4,1153.0,86.0,MediaTek MT8183 Processor,4 GB LPDDR4X RAM,Chrome,512.0,1.0
Lenovo Chromebook Intel Pentium Quad Core N100 - (4 GB/128 GB EMMC Storage/Chrome OS) 14IAN8 Chromeboo...,Lenovo,19999.0,4.0,34.0,5.0,Intel Pentium Quad Core Processor,4 GB LPDDR5 RAM,Chrome,512.0,1.0
ASUS VivoBook 14 AMD Ryzen 7 Quad Core AMD R7-3700U - (16 GB/512 GB SSD/Windows 11 Home) M415DA-EB512W...,ASUS,62199.0,4.1,1440.0,126.0,AMD Ryzen 7 Quad Core Processor,16 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,ASUS,59989.0,4.3,1153.0,124.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
Ultimus Intel Celeron Dual Core N4020 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NU14U3INC43BN-CS Th...,Ultimus,11990.0,3.3,2164.0,299.0,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,Windows 11,512.0,1.0
DELL 15 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop,DELL,50990.0,4.2,659.0,31.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
HP G10 AMD Ryzen 3 Quad Core 7320U - (16 GB/512 GB SSD/Windows 11 Home) 255 G10 Thin and Light Laptop,HP,31490.0,3.9,280.0,17.0,AMD Ryzen 3 Quad Core Processor,16 GB DDR4 RAM,Windows 11,512.0,1.0
Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,Acer,89999.0,4.3,390.0,28.0,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,Windows 11,1.0,1.0
HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Home) 14-dv2153TU Thin and Light...,HP,68450.0,4.3,8122.0,371.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,1.0,1.0
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin ...,Thomson,28999.0,3.6,155.0,35.0,Intel Core i3 Processor (12th Gen),8 GB LPDDR4 RAM,Windows 11,512.0,1.0
Samsung Galaxy Book4 Intel Core 7 150U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGK-KS3IN / NP750XGK-...,Samsung,66999.0,4.6,79.0,6.0,Intel Core 7 Processor,16 GB LPDDR4X RAM,Windows 11,512.0,1.0
ASUS Vivobook Go 14 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1404FA-NK541WS T...,ASUS,41899.0,4.2,124.0,6.0,AMD Ryzen 5 Quad Core Processor,16 GB LPDDR5 RAM,Windows 11,512.0,1.0
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK321WS Th...,ASUS,32190.0,4.2,171.0,12.0,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,64 bit Windows 11,512.0,1.0
DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Ubuntu) Latitude 3540 Laptop,DELL,34990.0,4.1,114.0,8.0,Intel Core i3 Processor (12th Gen),8 GB DDR4 RAM,Linux/Ubuntu,512.0,1.0
ASUS Vivobook 14 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) X1404VA-NK541WS Thi...,ASUS,46218.0,3.7,23.0,2.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
Lenovo LOQ Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,Lenovo,132990.0,4.3,346.0,29.0,Intel Core i7 Processor (13th Gen),24 GB DDR5 RAM,Windows 11,512.0,1.0
HP 255 G9 840T7PA AMD Athlon Dual Core 3050U - (4 GB/256 GB SSD/DOS) 255 G8 Thin and Light Laptop,HP,27990.0,4.0,1774.0,130.0,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,DOS,256.0,1.0
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin a...,Lenovo,47490.0,4.6,7.0,0.0,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11 Home,512.0,1.0
ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic* Intel Core i9 13th Gen 13900H - (16 GB/512 GB S...,ASUS,70134.0,3.5,6.0,0.0,Intel Core i9 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,512.0,1.0
MSI AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) 14 C7M-283IN / 14 C7M-400IN Busin...,MSI,39990.0,4.3,194.0,14.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,Windows 11,512.0,1.0
ASUS Vivobook 16X (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB ...,ASUS,70990.0,4.2,1292.0,78.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Home,512.0,1.0
DELL Intel Celeron Dual Core - (4 GB/256 GB SSD/4 GB EMMC Storage/Windows 10) 5470 ULTRA SLIM Thin and...,DELL,29990.0,3.9,107.0,10.0,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,Windows 10,256.0,1.0
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",ASUS,59989.0,4.1,616.0,42.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
ASUS Chromebook Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1101CMA_ID-GJ000...,ASUS,16800.0,3.6,1072.0,101.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,64 bit Chrome,512.0,1.0
HP OMEN AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,HP,109990.0,3.7,3.0,0.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11,1.0,1.0
"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*, AI PC(i7 14th gen) Intel Core 7 240...",ASUS,106699.0,4.1,13.0,0.0,Intel Core 7 Processor,16 GB DDR5 RAM,Windows 11 Home,512.0,1.0
HP 255 G10 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 250 G10 Thin and Lig...,HP,29500.0,4.0,624.0,54.0,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,Windows 11,512.0,1.0
HP G10 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Pro) 245 G10 Thin and Light Laptop,HP,38990.0,4.1,278.0,16.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,32 bit Windows 11,512.0,1.0
Samsung Galaxy Book5 Pro AI PC Full Metal Chasis Intel Core Ultra 7 256V - (16 GB/512 GB SSD/Windows 1...,Samsung,175188.0,4.8,6.0,1.0,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,Windows 11,512.0,1.0
HP Victus Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,HP,111299.0,4.5,106.0,12.0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
Lenovo Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) 83BF0043IN Thin and Light Lapt...,Lenovo,59490.0,4.0,4.0,0.0,Intel Core i5 Processor (12th Gen),16 GB LPDDR5 RAM,Windows 11,1.0,1.0
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Lig...,Lenovo,37895.0,4.2,1935.0,102.0,Intel Core i3 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
HP 15s Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0011TU Thin and Light Lap...,HP,53880.0,4.1,462.0,35.0,Intel Core i5 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
Lenovo V 14 (2025) Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,Lenovo,48900.0,4.1,227.0,19.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",512.0,1.0
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1212IN...,MSI,42990.0,4.4,353.0,35.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11,512.0,1.0
Lenovo IdeaPad 1 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) 14IGL7 Thin and Lig...,Lenovo,28990.0,4.1,469.0,24.0,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,Windows 11,512.0,1.0
Acer Predator Helios Neo 16S AI Intel Core Ultra 7 255 HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graph...,Acer,159999.0,4.7,90.0,9.0,Intel Core Ultra 7 Processor,16 GB DDR5 RAM,64 bit Windows 11 Home,1.0,1.0
Apple MacBook Pro M3 Max - (48 GB/1 TB SSD/macOS Sonoma) MUW63HN/A,Apple,373399.0,4.0,4.0,1.0,Apple M3 Max Processor,48 GB Unified Memory RAM,Mac OS,1.0,1.0
DELL Vostro 3530 Intel Core i5 1334U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light L...,DELL,49490.0,4.5,8.0,0.0,Intel Core i5 Processor,16 GB DDR4 RAM,Windows 11,512.0,1.0
HP 245 G10 Backlit + FingerPrint (2025) AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home...,HP,33990.0,4.2,281.5,24.0,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,"Microsoft Office 2021, Windows 11 Home",512.0,1.0
Acer Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Aspire Lite AL15-51 Thin and Light Lap...,Acer,31890.0,4.2,211.0,23.0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
"ASUS Vivobook Go 15 (2025) with Office 2024 + M365 Basic*, AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB ...",ASUS,36990.0,4.2,281.5,24.0,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,Windows 11 Home,512.0,1.0
HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15S-FQ5202TU Thin and Light Laptop,HP,48000.0,4.1,98.0,8.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11,512.0,1.0
MSI Modern 14 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-116IN T...,MSI,44990.0,4.1,137.0,11.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,64 bit Windows 11,512.0,1.0
